2,9,5,6,8,3,1,7,4
1,7,4,2,5,9,3,8,6
6,8,3,7,1,4,9,5,2
9,1,2,4,7,5,8,6,3
4,5,7,3,6,8,2,1,9
3,6,8,9,2,1,5,4,7
8,3,9,1,4,7,6,2,5
5,4,6,8,9,2,7,3,1
7,2,1,5,3,6,4,9,8
